host_response_rate,host_acceptance_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,price,has_availability,review_scores_rating,instant_bookable,reviews_per_month
100%,100%,f,t,f,291,t,4.89,t,0.12
100%,100%,f,t,t,59,t,4.94,f,1.11
100%,100%,t,t,t,101,t,4.89,f,2.35
100%,100%,t,t,t,512,t,4.92,t,2.94
100%,100%,f,t,t,141,t,4.5,t,0.91
100%,100%,t,t,t,78,t,4.97,f,5.25
100%,96%,t,t,t,189,t,4.43,f,1.97
100%,76%,f,t,t,299,t,5,t,0.09
100%,100%,f,t,f,83,t,4.68,f,3.54
100%,70%,f,t,t,725,t,4.17,f,0.16
100%,100%,f,t,f,563,t,4.5,t,0.06
100%,99%,f,t,t,337,t,4,t,0.02
90%,91%,f,t,t,226,t,4.67,f,1.4
100%,99%,f,t,t,525,t,5,t,0.54
60%,19%,f,t,t,300,t,5,f,0.18
100%,60%,f,t,t,451,t,4.25,f,0.14
100%,96%,t,t,t,248,t,4.85,f,0.18
100%,100%,t,t,t,449,t,5,t,0.82
92%,62%,t,t,t,122,t,3.67,f,0.87
100%,69%,f,t,t,187,t,1,f,0.04
96%,98%,f,t,t,153,t,5,t,1
100%,99%,t,t,t,286,t,5,f,2.68
100%,100%,t,t,t,346,t,4.85,f,1.87
100%,100%,t,t,t,283,t,4.89,f,1.83
100%,99%,t,t,t,300,t,4.93,t,1.73
95%,65%,t,t,t,224,t,4.75,f,1.35
95%,82%,f,t,t,154,t,4.57,f,0.62
100%,89%,f,t,t,136,t,4.9,f,0.68
100%,85%,t,t,t,389,t,3.5,f,0.04
100%,100%,t,t,t,285,t,4.94,f,1.45
90%,53%,f,t,t,2498,t,4.31,f,0.2
100%,100%,t,t,t,95,t,4.59,f,0.48
95%,65%,t,t,t,150,t,4.17,f,0.65
80%,91%,t,t,t,1388,t,4.95,t,0.24
92%,62%,t,t,t,179,t,4.4,f,0.34
100%,99%,f,t,t,182,t,4,t,0.2
100%,100%,f,t,t,180,t,5,t,1.58
100%,76%,f,t,t,262,t,3.8,t,0.87
100%,100%,t,t,t,165,t,4.83,f,4.43
100%,100%,t,t,t,112,t,4.8,t,3
100%,75%,f,t,t,1775,t,5,t,0.08
95%,65%,t,t,t,197,t,5,f,0.3
95%,82%,f,t,t,136,t,5,f,0.18
100%,100%,t,t,t,202,t,4.91,f,1.53
96%,55%,t,t,t,394,t,5,f,0.28
100%,99%,f,t,t,125,t,3,t,0.56
100%,99%,t,t,f,180,t,4.57,t,0.73
100%,99%,t,t,f,320,t,4.91,t,0.36
100%,99%,f,t,t,389,t,5,t,0.03
89%,99%,f,t,f,181,t,4.25,t,0.42
100%,100%,t,t,t,333,t,4.94,f,0.49
100%,100%,t,t,t,501,t,4.63,f,0.28
100%,100%,f,t,t,377,t,4.86,t,0.18
100%,76%,f,t,t,295,t,4.79,t,0.62
96%,99%,f,t,t,316,t,4.77,t,1.25
100%,100%,t,t,t,115,t,4.73,f,0.44
80%,44%,f,t,t,485,t,4.44,f,0.08
95%,65%,t,t,t,268,t,4.92,f,1.86
100%,89%,f,f,t,193,t,5,f,0.57
100%,99%,t,t,t,260,t,4.95,t,0.66
100%,97%,f,t,t,228,t,4.82,f,0.96
100%,93%,f,t,t,175,t,4.58,f,0.23
100%,100%,t,t,t,233,t,5,t,2.7
100%,97%,f,t,t,239,t,4.86,t,3.07
89%,99%,f,t,f,336,t,5,t,1
99%,100%,t,t,t,145,t,4.91,t,2.15
100%,96%,t,t,t,250,t,4.86,t,2.67
99%,100%,t,t,t,100,t,4.81,t,1.68
100%,100%,f,t,f,312,t,4,t,0.01
100%,100%,t,t,f,120,t,4.8,t,0.25
94%,90%,f,t,t,228,t,4.83,f,1.38
100%,97%,t,t,t,405,t,4.95,f,2.77
100%,100%,f,t,t,159,t,4.83,t,1.24
100%,100%,f,t,t,159,t,4.5,f,3.14
100%,99%,f,t,t,328,t,5,t,0.58
100%,100%,f,t,f,291,t,5,t,0.03
100%,99%,f,t,t,333,t,4.95,t,0.46
100%,100%,t,t,t,240,t,4.93,t,2.88
100%,100%,t,t,f,365,t,4.92,t,2.98
100%,76%,f,t,t,115,t,4.67,t,0.47
100%,100%,f,t,t,184,t,5,t,2.45
100%,99%,f,t,t,364,t,4.97,t,0.5
100%,97%,t,t,t,690,t,4.88,t,0.27
100%,100%,t,t,f,155,t,5,f,0.09
100%,99%,f,t,t,359,t,4.75,t,0.13
100%,97%,t,t,t,855,t,4.97,f,1.46
100%,100%,f,t,t,129,t,4.87,f,2.32
100%,95%,t,t,t,402,t,5,f,0.97
100%,100%,t,t,t,289,t,4.91,f,3.48
100%,98%,t,t,f,188,t,4.96,f,0.96
100%,100%,f,t,t,312,t,4.6,f,0.44
83%,100%,f,t,t,72,t,4.9,f,1.54
100%,99%,f,t,t,421,t,5,t,0.02
100%,100%,t,t,t,385,t,4.79,f,0.94
100%,100%,f,t,t,585,t,4.74,t,1.24
100%,98%,t,t,f,270,t,5,f,1.28
100%,96%,f,t,t,179,t,4.68,f,0.76
100%,92%,t,t,f,68,t,4.79,f,0.55
89%,99%,f,t,f,529,t,4.88,t,1.18
100%,100%,f,t,t,632,t,3,t,0.03
100%,99%,t,t,t,129,t,4.97,t,3.96
90%,99%,t,t,t,398,t,5,t,0.11
100%,97%,t,t,t,991,t,4.9,t,0.42
100%,100%,f,t,t,272,t,5,f,0.83
100%,98%,t,t,t,225,t,4.9,f,2.13
100%,100%,f,t,t,255,t,5,t,0.71
100%,100%,f,t,f,296,t,4.93,f,2.1
100%,100%,t,t,t,595,t,5,t,2.79
100%,97%,t,t,t,125,t,4.74,f,3.76
83%,100%,f,t,f,373,t,5,f,0.43
100%,100%,t,t,t,250,t,5,t,2.27
100%,100%,f,t,t,287,t,4,t,0.02
100%,99%,f,t,t,197,t,4.85,f,0.29
80%,100%,f,t,f,189,t,4.52,f,1.77
100%,89%,f,f,t,228,t,5,f,0.95
100%,100%,f,t,t,287,t,4.62,f,2.1
100%,100%,f,t,t,176,t,4.38,f,1.76
100%,70%,t,t,f,85,t,4.85,f,0.3
100%,100%,f,t,t,262,t,5,t,0.55
100%,100%,t,t,t,317,t,4.93,f,2.36
80%,100%,t,t,t,674,t,4.95,t,2.81
100%,100%,f,t,t,314,t,5,t,1.48
100%,100%,t,t,t,320,t,4.93,f,1.66
100%,100%,t,t,t,350,t,4.93,t,1.95
100%,92%,t,t,t,125,t,4.89,f,1.38
100%,98%,t,t,t,549,t,4.96,t,1.04
100%,100%,t,t,f,149,t,4.68,f,0.42
100%,100%,f,t,t,219,t,4,t,0.37
100%,98%,f,t,t,466,t,4.89,f,0.68
100%,97%,t,t,t,498,t,4.93,t,0.37
100%,97%,t,t,t,1522,t,4.5,t,0.14
100%,98%,t,t,t,229,t,4.86,f,2
100%,76%,f,t,t,330,t,5,t,0.49
100%,100%,t,t,t,273,t,4.84,t,0.55
100%,98%,t,t,t,236,t,4.57,f,1.48
100%,100%,t,t,t,115,t,5,t,0.28
100%,97%,t,t,t,1365,t,4.67,t,0.11
100%,100%,f,t,t,304,t,4.58,f,2.86
100%,100%,f,t,t,134,t,1,t,0.08
100%,100%,t,t,t,337,t,4.8,f,1.92
98%,20%,f,t,t,208,t,5,f,0.92
100%,93%,t,t,f,200,t,4.95,f,1.21
100%,100%,f,t,f,270,t,4.38,t,0.16
100%,100%,t,t,t,195,t,5,f,0.18
100%,92%,f,t,t,205,t,4.33,f,0.22
100%,76%,f,t,t,258,t,4.67,t,0.94
100%,99%,t,t,f,675,t,4.92,t,0.5
100%,99%,f,t,t,317,t,3,t,0.06
96%,98%,f,t,t,376,t,4.56,t,0.72
100%,98%,t,t,t,324,t,5,f,1.66
100%,98%,f,t,t,154,t,4.73,t,1.63
100%,99%,f,t,t,2101,t,5,t,0.07
100%,100%,f,t,t,299,t,4.33,t,0.68
100%,100%,t,t,f,297,t,4.99,t,2.03
100%,99%,t,t,t,188,t,4.88,t,2.39
100%,99%,f,t,t,80,t,4.75,t,3.09
100%,100%,t,t,t,269,t,4.95,f,0.77
100%,99%,f,t,t,294,t,4.89,t,0.5
100%,100%,f,t,f,249,t,4.77,t,2.39
100%,100%,f,t,t,238,t,4.14,t,0.33
100%,97%,t,t,f,226,t,4.73,f,0.55
100%,99%,t,t,t,528,t,4.84,t,0.66
60%,19%,f,t,t,242,t,4.8,f,0.26
60%,19%,f,t,t,229,t,5,f,0.3
100%,100%,f,t,t,304,t,4.85,t,0.26
100%,71%,t,t,t,296,t,4.86,f,1.53
100%,99%,t,t,t,157,t,4.6,t,0.31
100%,98%,f,t,t,145,t,4.19,t,1.07
100%,100%,f,t,t,252,t,5,f,2
100%,100%,t,t,t,490,t,4.93,t,4.95
100%,100%,t,t,t,178,t,4.87,f,1.78
100%,96%,t,t,t,289,t,4.78,f,0.55
100%,100%,t,t,t,255,t,4.7,f,0.45
100%,92%,t,t,t,125,t,4.97,f,1.39
100%,100%,t,t,t,354,t,4,t,0.23
100%,100%,f,t,t,318,t,4.83,t,0.08
100%,100%,t,t,t,272,t,4.84,t,1.07
100%,99%,f,t,t,186,t,4.54,t,3.25
100%,100%,f,t,t,247,t,4.67,t,0.46
95%,65%,t,t,t,186,t,4.4,f,0.6
100%,100%,t,t,f,104,t,4.75,f,1.98
100%,99%,f,t,t,277,t,4.79,t,2.06
100%,100%,t,t,t,130,t,4.96,t,4.7
98%,23%,f,t,t,192,t,5,f,0.45
100%,100%,t,t,t,117,t,4.81,t,1.47
100%,96%,f,t,t,99,t,4.41,t,1.44
100%,96%,f,t,t,83,t,4.5,t,0.58
100%,100%,f,t,t,496,t,5,t,0.06
100%,100%,f,f,t,56,t,4.5,t,3.51
100%,100%,f,t,t,999,t,5,t,0.23
100%,76%,f,t,t,227,t,4.72,t,0.79
100%,82%,t,t,t,389,t,4.91,f,0.59
100%,100%,f,t,t,186,t,4.67,t,0.1
100%,76%,f,t,t,162,t,4.71,t,0.98
100%,99%,f,t,t,413,t,5,t,0.37
99%,98%,t,t,t,188,t,5,t,0.32
100%,0%,f,t,t,53,t,4.58,f,0.46
100%,93%,f,t,t,147,t,4.39,t,0.81
100%,92%,t,t,t,135,t,4.84,f,1.99
100%,100%,f,t,t,122,t,4.8,f,2.23
100%,99%,f,t,t,323,t,4.8,t,2.91
100%,93%,t,t,t,165,t,4.68,f,2.68
100%,97%,t,t,t,185,t,4.97,f,3.55
93%,96%,f,t,t,106,t,5,f,0.63
100%,96%,t,t,t,135,t,4.85,f,1.47
100%,100%,t,t,f,123,t,4.98,f,2.23
100%,100%,f,t,t,120,t,4.42,t,5.93
100%,90%,t,t,f,604,t,4.95,f,0.71
100%,76%,f,t,t,517,t,5,t,0.29
100%,74%,t,t,t,86,t,4.81,f,0.91
100%,100%,t,t,t,136,t,4.92,f,1.9
100%,85%,f,t,t,109,t,4.56,f,0.37
100%,100%,t,t,f,135,t,5,t,0.38
100%,100%,t,t,f,139,t,5,f,0.38
100%,100%,t,t,f,139,t,5,t,0.46
100%,93%,f,t,t,133,t,4.7,t,1.03
100%,99%,f,t,t,167,t,5,t,0.04
90%,97%,t,t,t,60,t,4.82,f,0.79
100%,100%,t,t,t,125,t,4.96,f,1.24
100%,100%,f,t,t,196,t,4.8,f,2.44
90%,100%,f,t,f,110,t,4.73,t,0.75
86%,93%,t,t,t,190,t,4.87,f,1.24
96%,100%,f,t,t,114,t,4.77,t,6.03
100%,100%,t,t,t,71,t,4.98,t,2.73
100%,100%,t,t,t,140,t,4.94,f,1.11
100%,68%,t,t,f,79,t,5,f,0.63
100%,97%,t,t,t,196,t,4.99,f,3.22
100%,99%,t,t,t,1478,t,4.83,t,0.21
100%,99%,t,t,t,303,t,5,t,1.15
100%,99%,t,t,t,100,t,4.93,t,4.69
90%,100%,f,t,f,140,t,4.48,t,0.69
50%,100%,f,t,t,145,t,4.9,t,3.1
100%,100%,t,t,t,149,t,4.96,f,2.07
98%,17%,f,t,t,200,t,4.5,f,0.08
100%,100%,t,t,t,151,t,4.94,f,3.78
100%,64%,t,t,t,199,t,4.75,f,0.55
100%,98%,t,t,t,223,t,4.74,f,2.12
100%,95%,f,t,t,149,t,5,f,0.88
100%,100%,t,t,f,229,t,4.82,f,2.83
80%,39%,f,t,t,399,t,4.79,f,0.31
100%,100%,f,t,t,111,t,4.82,f,2.69
100%,96%,t,t,t,155,t,5,f,1.15
100%,100%,t,t,f,99,t,5,f,0.67
100%,95%,t,t,t,95,t,4.93,f,3.5
100%,100%,t,t,t,115,t,5,f,0.31
100%,89%,f,t,t,104,t,4.38,f,0.47
100%,98%,t,t,t,135,t,4.84,t,1.54
100%,89%,t,t,t,321,t,5,f,0.42
83%,100%,f,t,t,175,t,5,f,0.2
89%,99%,f,t,f,518,t,5,t,3
100%,99%,t,t,t,113,t,5,t,2.18
100%,98%,t,t,t,140,t,4.88,t,1.64
100%,97%,t,t,t,320,t,5,t,1.8
100%,100%,t,t,f,300,t,4.85,f,0.72
100%,100%,t,f,t,149,t,4.91,t,3.5
100%,99%,t,t,t,195,t,4.67,t,0.67
100%,92%,t,t,t,134,t,4.95,f,0.76
100%,99%,f,t,t,175,t,4.57,f,2.04
100%,100%,f,t,t,599,t,4.82,t,1.54
100%,100%,t,t,t,117,t,4.91,t,4.93
100%,71%,t,t,t,201,t,4.9,f,1.26
100%,99%,t,t,t,174,t,4.94,f,3.58
44%,23%,f,t,t,500,t,4.59,f,0.71
90%,97%,f,t,t,196,t,4.83,t,1.01
100%,100%,f,t,t,267,t,5,t,0.05
94%,90%,f,t,t,150,t,5,f,0.67
100%,100%,t,t,t,291,t,4.87,t,2.69
100%,99%,t,t,t,210,t,5,t,0.45
100%,97%,t,t,t,330,t,5,f,1.77
100%,100%,f,t,t,360,t,5,t,0.1
100%,100%,f,t,t,143,t,4.38,t,1.04
100%,100%,t,t,t,85,t,4.79,t,0.73
100%,100%,f,t,t,202,t,5,t,0.15
100%,91%,f,t,t,199,t,4.76,f,0.61
83%,100%,t,t,f,1200,t,4.94,f,0.52
100%,98%,f,t,t,357,t,5,t,0.44
100%,99%,t,t,t,161,t,4.96,t,1.05
100%,100%,f,t,f,1597,t,5,t,0.16
100%,99%,t,t,t,198,t,5,f,1
100%,98%,f,t,t,503,t,4.17,f,0.11
100%,100%,t,t,t,606,t,4.94,f,1.37
100%,99%,t,t,t,258,t,4.77,t,0.44
100%,98%,t,t,t,262,t,4.79,f,1.95
100%,100%,t,t,t,151,t,4.95,t,4.11
90%,100%,f,t,t,999,t,5,t,0.14
100%,92%,t,t,t,135,t,4.89,f,0.86
100%,100%,f,t,t,157,t,4.24,t,0.75
100%,80%,f,t,t,495,t,4.8,f,1.97
100%,100%,t,t,t,245,t,4.79,f,2.98
100%,97%,t,t,f,590,t,5,f,0.54
100%,96%,t,t,t,248,t,4.94,f,0.23
100%,100%,f,t,t,106,t,4.77,t,0.44
100%,86%,t,t,t,457,t,4.95,t,0.69
91%,58%,f,t,t,380,t,5,f,0.07
100%,99%,t,t,t,300,t,4.9,f,3.91
100%,76%,f,t,t,204,t,4.5,t,1.11
100%,99%,f,t,t,429,t,4.82,t,2.85
92%,62%,t,t,t,274,t,5,f,0.71
95%,65%,t,t,t,186,t,4.93,f,1.49
100%,96%,t,t,t,161,t,4.82,f,3.53
92%,62%,t,t,t,233,t,4.75,f,0.95
92%,62%,t,t,t,233,t,5,f,1.03
100%,98%,t,t,t,795,t,4.88,t,1.07
87%,39%,f,t,t,196,t,4.75,f,1.08
95%,65%,t,t,t,186,t,4.67,f,0.32
100%,93%,f,t,t,165,t,4.54,t,1.01
100%,100%,t,t,t,299,t,4.6,f,0.18
100%,99%,t,t,t,604,t,5,t,1.18
100%,99%,f,t,t,211,t,4,t,0.04
100%,99%,t,t,t,158,t,4.88,f,2.61
96%,55%,t,t,t,320,t,4.75,f,0.66
100%,81%,t,t,t,245,t,5,f,0.03
100%,100%,f,t,t,387,t,5,t,0.29
100%,100%,f,t,t,296,t,4.9,f,1.44
100%,97%,t,t,t,374,t,5,f,1.09
89%,99%,f,t,f,518,t,5,t,1.76
100%,100%,t,t,t,110,t,4.86,t,1.23
86%,93%,t,t,t,190,t,4.92,f,1.29
100%,98%,t,t,t,314,t,4.81,f,0.59
100%,98%,t,t,t,138,t,4.89,t,1.29
100%,98%,t,t,t,206,t,5,f,0.9
100%,76%,f,t,t,479,t,4.84,t,0.69
100%,98%,t,t,t,189,t,4.97,t,3.38
100%,99%,t,t,t,429,t,4.92,t,2.02
100%,100%,t,t,t,737,t,4.93,f,0.91
100%,93%,t,t,t,185,t,4.91,f,0.96
100%,99%,f,t,t,343,t,4.67,t,0.05
80%,100%,f,t,f,167,t,4.63,f,1.18
98%,23%,f,t,t,237,t,4.25,f,0.28
100%,99%,f,t,t,254,t,5,t,0.2
100%,100%,t,t,t,245,t,4.89,f,4.36
100%,100%,f,t,t,939,t,5,f,0.81
100%,100%,t,t,t,357,t,4.89,f,3.76
100%,76%,f,t,t,337,t,5,t,0.27
100%,96%,t,t,t,147,t,5,t,0.34
100%,99%,t,t,t,257,t,4.8,t,0.21
90%,78%,f,t,t,187,t,4.22,f,0.88
100%,99%,f,t,t,205,t,4.2,t,0.29
33%,50%,f,t,t,110,t,4.4,f,0.09
100%,100%,t,t,f,96,t,4.77,f,1.78
100%,100%,f,t,t,268,t,5,t,0.48
100%,98%,t,t,t,321,t,4.95,t,1.51
100%,100%,f,t,t,776,t,4.96,f,1.67
100%,99%,t,t,t,315,t,4.92,f,0.82
89%,99%,f,t,f,333,t,4.89,t,1.36
100%,98%,f,t,t,166,t,4.49,f,1.81
80%,44%,f,t,t,422,t,4.75,f,0.15
100%,98%,t,t,t,119,t,4.94,t,1.88
100%,97%,t,t,t,420,t,4.96,t,0.41
90%,99%,t,t,t,290,t,4.63,t,0.12
100%,97%,t,t,t,367,t,5,t,0.91
100%,96%,t,t,t,299,t,4.84,f,0.3
90%,99%,t,t,t,290,t,4.89,t,0.11
100%,100%,f,t,t,197,t,4.61,t,0.81
100%,97%,t,t,t,787,t,4.93,t,0.21
100%,97%,t,t,t,396,t,4.6,t,0.26
100%,98%,t,t,t,148,t,5,t,4.05
100%,91%,f,t,t,233,t,4.54,f,0.4
100%,100%,t,t,t,110,t,4.98,f,0.49
100%,93%,f,t,t,335,t,5,t,0.34
100%,100%,f,t,t,102,t,5,t,0.19
100%,96%,t,t,t,419,t,5,f,0.3
10%,16%,t,t,t,700,t,4,f,0.13
100%,88%,f,t,t,265,t,4.64,f,0.28
100%,100%,t,t,t,996,t,4.84,t,2.17
91%,38%,f,t,t,349,t,4,f,0.07
100%,97%,t,t,f,69,t,5,f,0.34
100%,99%,f,t,t,255,t,4.5,t,0.37
90%,99%,t,t,t,332,t,5,t,0.45
90%,99%,t,t,t,302,t,5,t,0.13
100%,98%,t,t,t,225,t,4.88,f,1.34
100%,100%,f,t,f,310,t,5,t,0.99
100%,99%,f,t,t,338,t,4.83,t,0.71
100%,100%,t,t,t,442,t,5,t,1.17
100%,100%,t,t,t,238,t,5,f,0.21
90%,99%,t,t,t,290,t,4.86,t,0.29
100%,96%,t,t,t,432,t,4.88,f,1.58
100%,91%,f,t,t,225,t,4.84,f,0.51
90%,99%,t,t,t,314,t,5,t,0.27
100%,100%,t,t,t,779,t,4.85,f,2
100%,97%,t,t,f,99,t,4.7,f,0.34
100%,96%,t,t,t,437,t,5,f,0.41
90%,99%,t,t,t,308,t,4.62,t,0.36
90%,99%,t,t,t,290,t,4.87,t,0.27
90%,99%,t,t,t,320,t,4.65,t,0.5
100%,100%,f,t,t,231,t,4.63,t,0.48
90%,100%,f,t,t,587,t,4.88,f,1.02
90%,99%,t,t,t,334,t,4.85,t,0.15
100%,100%,f,t,t,282,t,4.96,f,0.93
90%,99%,t,t,t,308,t,4.79,t,0.24
100%,96%,t,t,t,634,t,4.44,f,0.31
100%,96%,t,t,t,379,t,4.74,f,0.29
100%,97%,t,t,f,113,t,4.93,f,2.15
90%,99%,t,t,t,314,t,4.5,t,0.14
100%,97%,t,t,f,254,t,4.97,f,1.9
89%,99%,f,t,f,969,t,4.86,t,1.09
100%,100%,f,t,f,85,t,4.6,t,1.5
100%,46%,f,t,t,300,t,4.82,f,0.56
100%,100%,t,t,t,143,t,4.85,t,1.75
100%,99%,f,t,t,828,t,5,t,0.17
100%,96%,t,t,t,800,t,5,f,0.13
100%,99%,t,t,f,259,t,5,f,0.06
100%,98%,f,t,t,439,t,5,t,0.04
100%,100%,f,f,t,189,t,5,t,1.05
99%,65%,t,t,t,265,t,4,f,0.29
100%,99%,t,t,t,207,t,4.74,t,1.1
100%,100%,f,f,f,2002,t,5,f,0.5
100%,76%,f,t,t,171,t,4.77,t,1
100%,50%,f,t,t,140,t,5,f,0.25
100%,97%,t,t,t,139,t,4.61,t,0.82
100%,100%,f,t,t,201,t,5,t,0.58
90%,99%,t,t,t,302,t,4.75,t,0.08
100%,100%,f,t,t,108,t,3.67,t,0.14
100%,100%,f,t,t,116,t,4.75,t,0.22
100%,99%,t,t,t,208,t,4.59,t,0.32
100%,98%,t,t,t,231,t,4.83,t,2.04
100%,100%,t,t,t,211,t,4.92,t,2.69
44%,23%,f,t,t,75,t,4.33,f,0.06
100%,99%,t,t,t,325,t,5,t,0.16
100%,100%,t,t,t,225,t,4.89,f,2.46
96%,99%,f,t,f,154,t,5,f,2
100%,99%,t,t,t,244,t,5,f,3.99
100%,100%,t,t,t,375,t,4.94,f,0.96
100%,99%,t,t,t,342,t,4.77,t,2.96
100%,99%,f,t,t,442,t,5,t,0.7
100%,99%,f,t,t,275,t,4.67,t,0.11
100%,67%,f,t,t,55,t,5,f,0.16
100%,100%,f,t,t,318,t,4.88,f,3.19
96%,99%,t,t,t,1200,t,4.94,f,0.56
100%,99%,f,t,t,25000,t,5,t,0.04
100%,89%,f,f,t,193,t,5,f,0.63
100%,100%,f,t,t,228,t,4.74,t,2.54
100%,100%,t,t,t,199,t,4,t,2
100%,99%,f,t,t,284,t,4.6,t,0.39
100%,76%,f,t,t,426,t,5,t,0.12
97%,73%,t,t,t,223,t,5,f,0.39
100%,98%,t,t,f,249,t,4.66,t,1.28
100%,100%,t,t,t,98,t,4.96,f,0.5
100%,50%,f,t,f,72,t,5,f,0.03
100%,95%,t,t,t,218,t,5,f,0.29
100%,100%,f,t,t,530,t,4.8,t,0.51
100%,100%,t,t,t,319,t,5,f,1.9
90%,94%,f,t,t,150,t,4.8,f,0.69
100%,100%,t,t,t,252,t,4.85,t,4.74
100%,99%,t,t,t,187,t,5,f,3
100%,100%,t,t,f,126,t,4.64,f,2.98
100%,99%,t,t,t,265,t,5,t,0.17
100%,100%,f,t,f,102,t,4.98,f,1
100%,100%,f,t,t,257,t,4.43,t,1
100%,100%,t,t,t,270,t,4.84,t,1.05
100%,99%,t,t,t,425,t,4.64,t,0.45
100%,100%,t,t,t,385,t,4.94,t,0.22
93%,99%,t,t,t,225,t,4.81,t,2.7
95%,99%,t,t,t,385,t,4.78,f,1.4
100%,100%,t,t,t,2250,t,5,t,0.66
100%,100%,f,t,t,410,t,4.73,t,1.34
100%,33%,f,t,f,188,t,5,f,0.14
100%,100%,t,t,t,398,t,4.97,f,3.18
100%,100%,f,t,t,130,t,4.6,t,0.17
100%,99%,t,t,t,250,t,4.97,f,4.98
50%,100%,f,t,t,350,t,5,t,0.1
100%,99%,t,t,t,295,t,4.56,t,0.15
100%,100%,t,t,t,375,t,4.87,f,1.87
100%,97%,t,t,t,296,t,4.94,t,2.3
100%,99%,t,t,t,400,t,5,t,0.65
91%,100%,f,t,t,653,t,5,t,0.14
100%,99%,t,t,t,459,t,4.99,t,1.44
100%,88%,f,t,t,315,t,4.92,t,0.21
100%,99%,t,t,t,346,t,4.89,t,1.37
100%,99%,t,t,t,213,t,4.8,t,1.01
100%,100%,f,t,t,177,t,5,t,0.37
100%,99%,t,t,t,264,t,4.44,t,0.14
100%,100%,t,t,f,257,t,4.86,t,2.07
100%,100%,t,t,t,199,t,4.98,t,0.72
100%,44%,f,t,f,525,t,5,f,0.22
86%,100%,t,t,t,689,t,4.95,f,1.87
100%,100%,f,t,t,116,t,3.67,t,0.36
99%,65%,t,t,t,229,t,5,f,0.32
100%,100%,t,t,t,251,t,4.77,f,2.61
96%,98%,f,t,t,252,t,4.73,t,0.74
100%,98%,f,t,t,157,t,4.84,t,1.27
100%,100%,t,t,t,668,t,4.93,t,2.06
100%,100%,f,t,t,204,t,4.85,t,0.68
95%,82%,f,t,t,129,t,4.4,f,0.46
100%,100%,f,t,f,112,t,4.71,t,1.6
100%,100%,t,t,t,514,t,2.33,t,0.05
99%,100%,t,t,t,347,t,4.93,f,1.96
96%,98%,f,t,t,413,t,4.91,t,1.04
100%,93%,f,t,t,192,t,4.31,t,2.12
100%,89%,t,t,t,367,t,4.98,f,1.46
100%,100%,t,t,t,224,t,4.97,f,2.36
100%,92%,t,t,t,403,t,4.91,f,2.59
100%,99%,t,t,t,180,t,4.78,t,0.97
100%,93%,f,t,t,299,t,4.85,t,2.32
100%,100%,f,t,t,125,t,4.97,t,1.49
83%,81%,f,t,t,278,t,4.86,f,1.87
96%,98%,f,t,t,170,t,4.5,f,0.29
55%,79%,f,t,t,2069,t,5,f,0.22
100%,94%,t,t,t,348,t,5,t,2.56
96%,98%,f,t,t,344,t,4.83,t,1.1
100%,100%,t,t,t,365,t,4.89,f,2.79
100%,99%,t,t,t,492,t,4.96,t,1.82
100%,92%,t,t,t,125,t,5,f,1.07
100%,0%,f,t,t,43,t,4.38,f,1.62
100%,81%,t,t,t,349,t,4,f,0.17
100%,99%,t,t,t,395,t,5,t,0.32
100%,100%,f,t,t,136,t,4.73,f,2.04
100%,100%,f,t,t,273,t,4.82,t,1.62
100%,93%,f,t,t,167,t,4.81,t,0.65
100%,100%,f,t,t,190,t,4.21,t,0.95
100%,96%,t,t,t,259,t,4.93,f,1.83
100%,97%,t,t,t,250,t,4.96,f,1.14
100%,100%,t,t,t,641,t,4.99,f,2.54
100%,100%,f,t,t,238,t,4,f,0.35
100%,81%,f,t,t,2200,t,4.43,f,0.29
100%,56%,t,t,t,121,t,5,f,0.12
100%,82%,t,t,t,56,t,4.89,f,0.33
90%,94%,f,t,t,155,t,4.81,f,1.08
100%,100%,t,t,t,94,t,4.91,f,5.49
100%,88%,f,t,t,630,t,4.5,f,0.1
100%,100%,f,t,t,350,t,5,t,0.3
100%,100%,t,t,t,385,t,5,t,0.28
100%,100%,f,t,t,236,t,4.6,t,0.54
98%,17%,f,t,t,252,t,4.71,f,0.71
100%,97%,t,t,t,277,t,4.92,t,0.81
100%,93%,f,t,t,221,t,4.58,t,1.12
100%,98%,t,t,t,257,t,4.89,t,1.44
100%,97%,t,t,t,315,t,4.89,t,1.37
100%,100%,t,t,t,144,t,4.86,f,2.24
96%,55%,t,t,t,247,t,5,f,1.3
100%,100%,t,t,t,99,t,4.78,t,0.42
100%,93%,f,t,t,253,t,4.44,t,0.79
60%,19%,f,t,t,229,t,4.33,f,0.27
100%,86%,f,t,t,99,t,5,f,0.06
100%,0%,f,t,t,45,t,4.57,f,0.77
90%,99%,t,t,t,308,t,4.83,t,0.2
100%,92%,t,t,t,200,t,5,f,0.27
100%,99%,f,t,t,194,t,4.68,t,0.94
60%,77%,f,t,t,213,t,4.94,f,1.08
100%,96%,t,t,t,248,t,5,f,0.36
100%,96%,t,t,t,248,t,4.9,f,0.4
100%,95%,t,t,t,681,t,5,f,0.36
100%,100%,t,t,t,375,t,5,f,1.06
100%,100%,t,t,t,103,t,4.84,t,3.06
100%,99%,t,t,t,185,t,4.87,t,4.07
100%,100%,f,t,t,153,t,4.5,f,0.19
100%,100%,f,t,t,434,t,4.75,t,0.63
100%,95%,t,t,t,223,t,5,f,0.29
